smiles,molecular_weight,n_hba,n_hbd,logp,lipinski,fingerprint_df,predicted_pIC50,cid,patentID
COC1=CC=C(C=C1)C2=C(N=C3C(=C(NN3C2=O)C4=CC=CC=C4)C5=CC=CC=C5)NC6=NCCS6,493.15724597600007,7.0,2.0,5.546900000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 1 1 1 1 0 1 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 0 0 0 1
 1 0 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 1 1 0 1
 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0]",9.629146,134307440,"['EP3507290A1', 'US-10329298-B2', 'US-10800782-B2', 'US-2018079753-A1', 'US-2019233424-A1', 'US10329298B2', 'US10800782B2', 'US20180079753A1', 'US20190233424A1', 'WO2018039972A1', 'WO2018045071A1']"
B(C1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)(O)O,317.0538628599999,5.0,3.0,1.8457,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 0 0 1 0 1 1 0 0
 1 0 1 1 0 0 0 0 1 0 1 1 0 1 1 1 1 1 0]",9.626172,90666400,['JP-2009242240-A']
CC1=C(SC(=N1)NC(=O)C2CCN(CC2)C)C3=CC4=C(C=C3)C(=NN4)C=CC5=CC=CC=N5,458.188880452,6.0,2.0,4.840520000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 1 0 1 0 0 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1
 1 0 0 0 1 1 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0 0 0 1 0 1 1 0 1
 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 0]",9.625356,0,None
CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NCC4CCCCN4C,351.20591042000007,6.0,1.0,3.7978400000000025,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0
 0 1 0 1 0 1 1 0 1 1 0 1 1 0 0 0 1 1 0 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 1 0 0
 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1
 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0]",9.62062,17757092,None
COC1=CC=C(C=C1)C2=CC3=C(N=CN=C3S2)NC(P(=O)(O)O)P(=O)(O)O,431.0105940799999,7.0,5.0,2.417800000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1 0 1 0 0 1 1 0 0 1 1 0 0 0 0
 0 1 1 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 0
 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0]",9.616313,72712587,"['EP2922858A1', 'US20150307532A1', 'WO2014078957A1']"
CN(C)C1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C(=C3)C(=NC(=N4)NC5=CC=CC=C5)N6CCCC6,509.3015421200001,9.0,2.0,5.037600000000004,False,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 1 1 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0
 1 0 0 0 0 1 0 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 1
 1 1 0 1 0 1 0 0 1 0 1 0 1 1 1 1 0 1 0]",9.615037,141494035,None
CN(C)CCNC1=NC(=NC2=CC=CC=C21)C=CC3=CC=C(C=C3)F,336.175024892,4.0,1.0,3.9128000000000025,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 1 0 0 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 1 1 0 1 0 0 0
 1 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 1 0 1
 1 1 0 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1 0]",9.614432,0,None
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC.CC(=O)OC1=CC=CC=C1C(=O)O,525.1569712039999,8.0,2.0,4.2098400000000025,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 1 0 0 0 0 0 1
 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 0 0 0
 1 0 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 1 0
 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1]",9.610986,16099592,None
CN(C)CCOC1=CC=CC=C1C2C3=C(CCN2)C4=CC=CC=C4N3,335.19976242,3.0,2.0,3.343400000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 1 0 0 0 0 1 0 0 1 1 0 1 1 0 0 0 1 1 0 1 0 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0
 1 0 1 0 1 1 0 1 0 1 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0 1
 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0]",9.608823,3087496,['CS-261296-B1']
CCCCN1C(=NC2=C(N=C(N=C21)F)N)CC3=CC4=C(C=C3)OCO4,343.1444530359999,7.0,1.0,2.667200000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
 0 1 0 1 0 1 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 1 1 0 1 0
 1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 0 0 1 1 0 0 0 1 1 1 0 1 1 0 0 0 1 0 1 1 0 1
 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0]",9.605691,448976,"['EP-2084519-B1', 'EP-2511844-A2', 'EP-2511844-B1', 'EP2084519B1', 'EP2511844A2', 'EP2511844B1', 'US-10877035-B2', 'US-2008220441-A1', 'US-2015309021-A1', 'US10877035B2', 'US20080220441', 'US20080220441A1', 'US20150309021', 'US20150309021A1']"
CCCC1=CC(=C2C=C(C=CC2=N1)NC(=O)C=CC3=CC=C(C=C3)C4=CC=CC=C4)N,407.19976242,3.0,2.0,6.088400000000005,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 1
 1 0 0 1 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 1
 0 0 0 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 0]",9.6008,69739465,"['EP1451156A1', 'US20050009815', 'WO2003045920A1']"
C1=CC(=CN=C1)CC(=O)CC2=COC=C2C(=NC3=CC(=C(C=C3)F)Br)NO,431.02808166000005,5.0,2.0,3.987600000000002,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0
 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 0 1 1 1 1 1 0 1 0 1 0 0 1 0 1 1 1 0
 0 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0]",9.600034,147897742,"['US-11014895-B2', 'US-2019367465-A1']"
C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)NS(=O)C5=CC=C(C=C5)F,435.116524036,5.0,2.0,4.018600000000002,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 0 1 1 0 1 0 1 0 0 0 1
 0 0 0 1 0 1 1 1 0 1 0 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 0 0 1 1 1 0 0 1
 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 1 0 0 0 0 1 0 0 1 0 1
 1 0 0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 1 0]",9.599116,141255291,None
CC1=C(C=C(C=C1)C=NNC(=O)N2CCC3=C(C2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl)C,452.15276522400006,5.0,2.0,4.731340000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 1 0 1 1 1 1 0 0 0 0 1 1 1 0 0 1 1 0 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 0 1
 1 0 0 0 0 0 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 0 0 0 1 0 1 1 0 1
 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 0]",9.589182,0,None
CN(CCO)C1=C(C=C(C=N1)C(=O)NC2=CC=C(C=C2)OC(F)(F)Cl)C3=CN=CN=C3,449.1066235560001,7.0,2.0,3.3873000000000006,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 1 1 0 1 0 1 1 0 1 0 0 1 1 0 1 1 0 1 1
 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1
 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",9.587505,89908444,"['EP-2858988-B1', 'EP2858988A1', 'EP2858988B1', 'US-2015183801-A1', 'US-9278981-B2', 'US09278981B2', 'US20150183801', 'US20150183801A1', 'US9278981', 'US9278981B2', 'WO-2013171640-A1', 'WO2013171640A1']"
C1COCCN1CCCNC2=NC(=NC3=C2C=CC(=C3)Cl)C=CC4=CC=C(C=C4)F,426.162267288,5.0,1.0,4.726900000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 1 0 1 0
 1 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 1
 1 0 0 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 0]",9.583858,0,None
C1COCCN1CCCNC2=NC(=NC3=C2C=C(C=C3)Cl)C=CC4=CC=C(C=C4)F,426.162267288,5.0,1.0,4.726900000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 1 0 1 0
 1 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 1
 1 0 0 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 0]",9.583858,0,None
C1CC1S(=O)(=O)NCC2=CC3=C(C=CN=C3N2)C4=C5C=CC=NN5N=C4,368.10554475200007,6.0,2.0,1.8544,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 0 0 1
 0 0 0 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 0 0 0 0
 1 1 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1
 1 0 0 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1 0]",9.579354,138500080,"['US-2020247824-A1', 'US20200247824A1']"
CN(C)CC=CC(=O)NC1=CC=C(C=C1)C(=O)N2CCCC(C2)NC3=NC4=CC=CC=C4C=N3,458.2430242,6.0,2.0,3.402800000000002,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 1 1 0 1 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 0 0 1 1 1 0 0 0 1
 1 0 0 0 1 0 1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 1 0 0 1 0 1
 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0]",9.577544,0,None
CN(C)C1CCC(CC1)OC2=NC=NC3=C2C(=CN3)C4CCOCC4,344.221226136,5.0,1.0,3.1035000000000013,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0 1 1 1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 1 1
 1 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 0 1 1 0 1 0 1
 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0]",9.576039,137661767,"['US10874743B2', 'US20190192668A1']"
CC1=C(C(=NO1)C)C2=CC=C(C=C2)C3=C(N4C=NC(=CC4=N3)OC)NC5=CC=C(C=C5)OC,441.180089596,8.0,1.0,5.428940000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0
 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 0 0 0 0 1
 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 1 1 1 1 0
 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0]",9.57401,117834602,"['AU-2014292888-A1', 'EP-3024327-B1', 'EP3024327A2', 'EP3024327B1', 'JP-2016531113-A', 'KR-20160034379-A', 'US-2016168154-A1', 'US-9975896-B2', 'US10702527B2', 'US20160168154A1', 'US20180169097A1', 'US20190015411A9', 'US20200338074A1', 'US9975896B2', 'WO2015013635A2']"
CC1=C(C(N=C(N1)SCC2=CC=C(C=C2)F)C3=C(C=CC4=CC=CC=C43)OC)C(=O)C,434.14642719599993,5.0,1.0,5.784200000000006,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 1 1 1 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0
 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1 1 1 0 0
 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",9.57359,4373467,None
C1=CC(=CC=C1NC(=O)C2=CC(=C(N=C2)N(CCO)CCO)C3=CN=CN=C3)OC(F)(F)Cl,479.11718824,8.0,3.0,2.7498000000000005,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 1 1 0 1 1 0 1 1
 1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0]",9.568347,118198933,"['EP-2858988-B1', 'EP2858988B1', 'US-2015183801-A1', 'US-9278981-B2', 'US20150183801', 'US20150183801A1', 'US9278981', 'US9278981B2', 'WO-2013171640-A1', 'WO2013171640A1']"
CC1=CC(=NO1)NC(=O)SS,189.987069432,5.0,2.0,2.09292,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0
 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1
 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0
 0 0 0 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0]",9.568015,134360520,['US-10399932-B2']
CCOC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC4=C(C=CC=N4)C(=N3)N5CCOCC5,498.2015533120001,8.0,2.0,4.349100000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 1 1 0 0 1 1
 1 0 0 1 0 0 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1
 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",9.5636,137642985,None
CCCN(CCC)CCCNC(=S)NC1=CC2=C(C=C1)N=C(C=C2C)N3CCN(CC3)C,456.30351628000005,5.0,2.0,4.093520000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1
 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 0 0
 1 0 0 1 1 1 0 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 0 1 0 1
 1 1 0 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1 0]",9.561249,16193036,"['US-10442817-B2', 'US-10738061-B2', 'US-2018134727-A1', 'US-2019375761-A1', 'US-2021040108-A1', 'US10442817B2', 'US10738061B2', 'US20180134727A1', 'US20210040108A1']"
CCOC(=O)C1=CNC2=NC=NC(=C12)C3=CC(=CC=C3)NC(=O)C=CCOC,380.14845512,6.0,2.0,2.942700000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 0 1 1
 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 1 1 1 0 1 0 1 0 0 1 1 0
 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",9.560435,123941932,['WO2013085802A1']
CC1COCCN1C2=CC(=NC(=N2)NC3=C(C=C(C=C3)F)N)Cl,337.11056606400007,6.0,2.0,2.8200000000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 1 0
 1 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 0 1
 1 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0]",9.559415,0,None
CC1COCCN1C2=C(C(=NC(=N2)NC3=C(C=C(C=C3)F)N)Cl)F,355.10114425200004,6.0,2.0,2.9591000000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 1 0
 1 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 0 1
 1 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0]",9.559415,0,None
C1=CC(=CC(=C1)Br)NC2=NC=NC3=CC(=NC=C32)NCCCC(=O)O,401.048736852,6.0,3.0,3.8076000000000008,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 0 1 1 0 1 0 0 0
 1 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0 1 0 0 1 0 0 1 0 1
 0 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0]",9.558588,5328323,None
